SOURCE_SHEET,ROW_TYPE,VT_TEMPLATE_NAME_TXT,VT_VIEW_TYPE_TXT,VT_DISCIPLINE_TXT,VT_VISUAL_STYLE_TXT,VT_DETAIL_LEVEL_TXT,VT_SCALE_TXT,VT_SHADOWS_BOOL,VT_AMBIENT_OCCLUSION_BOOL,VT_SILHOUETTES_BOOL,VT_FILTERS_APPLIED_TXT,VT_PHASE_FILTER_TXT,VT_PURPOSE_TXT,VT_BACKGROUND_IMAGE_TXT,VT_COLOR_SCHEME_TXT,VT_CREATED_BY_TXT,VT_DATE_CREATED_TXT,VT_LAST_MODIFIED_TXT,VT_STATUS_TXT,VT_ISO_COMPLIANCE_TXT,Category: Views,SYS_NAME_TXT,SYS_ABBREVIATION_TXT,SYS_CODE_TXT,SYS_CLASSIFICATION_TXT,SYS_MEDIUM_TXT,SYS_TEMPERATURE_NR,SYS_PRESSURE_NR,SYS_DESIGN_VELOCITY_TXT,COLOR_R_INT,COLOR_G_INT,COLOR_B_INT,SYS_LINE_WEIGHT_INT,SYS_LINE_STYLE_TXT,SYS_MATERIAL_STANDARD_TXT,SYS_INSULATION_TYPE_TXT,SYS_APPLICABLE_STANDARDS_TXT,Category: Duct Systems / Pipe Systems,FLT_NAME_TXT,FLT_CATEGORIES_TXT,FLT_RULES_TXT,FLT_LINE_COLOR_R_INT,FLT_LINE_COLOR_G_INT,FLT_LINE_COLOR_B_INT,FLT_LINE_WEIGHT_INT,FLT_SURFACE_PATTERN_TXT,FLT_CUT_PATTERN_TXT,FLT_TRANSPARENCY_INT,FLT_USED_IN_TEMPLATES_TXT,FLT_STATUS_TXT,LS_NAME_TXT,LS_WEIGHT_INT,LS_PATTERN_TXT,USAGE_TXT,LS_STATUS_TXT,Category: Lines / Detail Items,PH_NAME_TXT,PH_NUMBER_INT,PH_DESCRIPTION_TXT,PH_START_DATE_TXT,PH_END_DATE_TXT,PH_STATUS_TXT,Category: Project Information,WS_NAME_TXT,WS_DISCIPLINE_TXT,WS_TYPE_TXT,WS_OWNER_TXT,WS_DESCRIPTION_TXT,WS_EDITABLE_DEFAULT_BOOL,WS_VISIBLE_DEFAULT_BOOL,TS_NAME_TXT,TS_FONT_NAME_TXT,TS_FONT_SIZE_NR,TS_BOLD_BOOL,TS_ITALIC_BOOL,TS_UNDERLINE_BOOL,TS_WIDTH_FACTOR_NR,TS_STATUS_TXT,Category: Text Notes / Annotations,DS_NAME_TXT,DS_TYPE_TXT,DS_TEXT_SIZE_NR,DS_TEXT_FONT_TXT,DS_TICK_MARK_TXT,DS_TICK_SIZE_NR,DS_UNITS_FORMAT_TXT,DS_PRECISION_TXT,Category: Dimensions / Spot Elevations,BI_FILENAME_TXT,BI_DIMENSIONS_TXT,BI_TOP_COLOR_TXT,BI_BOTTOM_COLOR_TXT,BI_GRADIENT_TYPE_TXT,BI_FILE_LOCATION_TXT,BI_USED_IN_TEMPLATES_TXT,BI_CREATED_DATE_TXT,BI_STATUS_TXT,OS_CATEGORY_TXT,OS_SUBCATEGORY_TXT,OS_PROJECTION_WEIGHT_INT,OS_CUT_WEIGHT_INT,OS_PATTERN_TXT,OS_MATERIAL_TXT,Category: Walls / Floors / Roofs,CP_PALETTE_NAME_TXT,CP_ELEMENT_TYPE_TXT,CP_HEX_CODE_TXT,CP_USE_CASE_TXT,CP_STYLE_TXT,MA_ELEMENT_CATEGORY_TXT,MA_ELEMENT_NAME_TXT,MA_TEMPLATE_COMPLIANCE_TXT,MA_LAST_REVIEWED_DATE_TXT,MA_REVIEWED_BY_TXT,MA_ISSUES_FOUND_TXT,MA_ACTION_REQUIRED_TXT,MA_PRIORITY_TXT,MA_STATUS_TXT,MA_NOTES_TXT,SPARE_PARAM_01_TXT,SPARE_PARAM_02_TXT,SPARE_PARAM_03_TXT,SPARE_PARAM_04_NR,SPARE_PARAM_05_INT,Category: Generic Models,PARAMETER_NAME,GUID,DATATYPE,GROUP,DESCRIPTION,Template_Name,View_Type,Discipline,Scale,Detail_Level,Visual_Style,Show_Hidden,Shadows,Ambient_Shadows,Silhouettes,Phase_Filter,VG_Scheme,Filters_Applied,Default_Workset,View_Range,Underlay,Show_Grids,Show_Levels,Show_Sections,Background_R,Background_G,Background_B,Purpose,ISO_Code,Style_Reference,Sketchy_Lines,Transparency,Background_Type,Exposure,Saturation,Contrast,White_Point,Filters,Schedule Name,Category,Fields,Sorting,Formulas,Header_Color,Text_Color,Background_Color
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA_PRIORITY_TXT,55b66c29-7946-4a91-9f2c-fecb2e944447,TEXT,TPL_TRACKING,Priority level [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA_REVIEWED_BY_TXT,de9281af-99f0-4fb4-ad3f-11c7e729962c,TEXT,TPL_TRACKING,Reviewed by [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA_STATUS_TXT,768b0c97-5ba3-46aa-a79e-c2d3a19bcb78,TEXT,TPL_TRACKING,Audit status [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA_TEMPLATE_COMPLIANCE_TXT,22f067dc-c85d-4e62-82b2-832f1f6fcaee,TEXT,TPL_TRACKING,Template compliance status [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_CATEGORY_TXT,23866d19-46aa-4aa1-b971-c799b11f2e54,TEXT,TPL_TRACKING,Object style category [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_B_INT,fa8343b9-546a-44ad-a4ab-358ee8a446c1,INTEGER,TPL_TRACKING,Object style color blue [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_G_INT,d0ef28a6-2856-44a7-a755-45e4fc061c78,INTEGER,TPL_TRACKING,Object style color green [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Object style color red [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_CUT_WEIGHT_INT,d59a560c-d6d0-4c47-ba3c-95d2867d8682,INTEGER,TPL_TRACKING,Cut line weight [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_MATERIAL_TXT,c48b97fa-891a-4cad-890b-f68783bef2db,TEXT,TPL_TRACKING,Default material [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_PATTERN_TXT,125330b6-7976-4bf6-9935-2310e3f53b3a,TEXT,TPL_TRACKING,Object style pattern [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_PROJECTION_WEIGHT_INT,b8452a4d-ed19-40b9-81cf-818cfe97ea07,INTEGER,TPL_TRACKING,Projection line weight [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_SUBCATEGORY_TXT,27055713-2c19-463d-875e-bf35a5c6183e,TEXT,TPL_TRACKING,Object style subcategory [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_B_INT,fa8343b9-546a-44ad-a4ab-358ee8a446c1,INTEGER,TPL_TRACKING,Phase color blue [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_G_INT,d0ef28a6-2856-44a7-a755-45e4fc061c78,INTEGER,TPL_TRACKING,Phase color green [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Phase color red [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH_DESCRIPTION_TXT,590c7438-ad1b-4126-88b0-2fbe81c5759a,TEXT,TPL_TRACKING,Phase description [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH_END_DATE_TXT,49abb038-93e9-4a39-84ba-d7b3961d441e,TEXT,TPL_TRACKING,Phase end date [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH_NAME_TXT,1468bff7-c068-4d34-937f-41138051ad4e,TEXT,TPL_TRACKING,Phase name [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH_NUMBER_INT,a9b92c2b-d5a5-47ab-a3a1-9cec4e1f4c31,INTEGER,TPL_TRACKING,Phase sequence number [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH_START_DATE_TXT,fc7097df-9530-4b88-b075-a5bb4a891742,TEXT,TPL_TRACKING,Phase start date [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH_STATUS_TXT,652b46d0-949e-4a6f-b6e3-6ec1fafac962,TEXT,TPL_TRACKING,Phase status [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPARE_PARAM_01_TXT,7c5113ab-747f-483e-b0e0-2e95b7ac19a8,TEXT,TPL_TRACKING,Spare parameter 01 for future use [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPARE_PARAM_02_TXT,3be51d50-cbd9-42da-8306-85639d7e4962,TEXT,TPL_TRACKING,Spare parameter 02 for future use [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPARE_PARAM_03_TXT,24dd4826-4f02-4cb8-83d1-815fffd0aa0b,TEXT,TPL_TRACKING,Spare parameter 03 for future use [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPARE_PARAM_04_NR,652513a2-455a-4047-83c4-edba7d205009,NUMBER,TPL_TRACKING,Spare parameter 04 for future use [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPARE_PARAM_05_INT,4dfa5da8-b92f-42a2-89b2-240dc1676ec2,INTEGER,TPL_TRACKING,Spare parameter 05 for future use [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_ABBREVIATION_TXT,56c866cd-ccae-4b65-aa91-ea2f8f03dbec,TEXT,TPL_TRACKING,System abbreviation [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_APPLICABLE_STANDARDS_TXT,ffea8a58-370e-4783-a55b-32e5c8da41e8,TEXT,TPL_TRACKING,Applicable standards [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_CLASSIFICATION_TXT,393abeb3-a7be-43d8-a8cb-709aea929ade,TEXT,TPL_TRACKING,System classification [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_CODE_TXT,8b946cdc-eb21-47a5-8c2d-a9671b4ed0d6,TEXT,TPL_TRACKING,System code [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_B_INT,fa8343b9-546a-44ad-a4ab-358ee8a446c1,INTEGER,TPL_TRACKING,System color blue component [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_G_INT,d0ef28a6-2856-44a7-a755-45e4fc061c78,INTEGER,TPL_TRACKING,System color green component [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,System color red component [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_DESIGN_VELOCITY_TXT,5e054f66-e3c4-4ed1-a4ca-34f79617f71d,TEXT,TPL_TRACKING,Design velocity [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_INSULATION_TYPE_TXT,14246a76-589b-4b6c-ab1b-cb1ff88daae3,TEXT,TPL_TRACKING,Insulation type [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_LINE_STYLE_TXT,4ad48007-7ba2-47c4-8110-11dc20d51615,TEXT,TPL_TRACKING,System line style [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_LINE_WEIGHT_INT,27158dc2-ab26-41ae-b736-b5ddcd6f2874,INTEGER,TPL_TRACKING,System line weight [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_MATERIAL_STANDARD_TXT,1dd3b7bd-99f3-48bc-bb6c-dcc700259018,TEXT,TPL_TRACKING,Material standard [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_MEDIUM_TXT,83b8dcea-429b-4157-9f6e-a9694b09be7f,TEXT,TPL_TRACKING,"System medium (air, water, etc.) [ISO 19650-1:2018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_NAME_TXT,25892b38-82b2-49a1-89ff-70795dcc3ac3,TEXT,TPL_TRACKING,System name [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_PRESSURE_NR,811a5bd7-c79f-4a97-95cc-32164c8ba420,NUMBER,TPL_TRACKING,System design pressure [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYS_TEMPERATURE_NR,05045ac9-c5c4-4e4c-b597-2606b962b2a9,NUMBER,TPL_TRACKING,System design temperature [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS_BOLD_BOOL,b1f962e5-f659-42a2-ae64-0915cbea2669,YESNO,TPL_TRACKING,Bold text [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS_FONT_NAME_TXT,4f860397-5d83-4279-9851-ab94be97ff1c,TEXT,TPL_TRACKING,Font name [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS_FONT_SIZE_NR,67f44a1a-3864-4d00-b8cf-8b2380ebb8ef,NUMBER,TPL_TRACKING,Font size in mm [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
